session,iso3c,Countryname,USAgree,ChinaAgree
73,AND,Andorra,0.3191489,0.5217391
74,AND,Andorra,0.3296703,0.4831461
75,AND,Andorra,0.3473684,0.5268817
76,AND,Andorra,0.3815789,0.5194805
77,AND,Andorra,0.5340909,0.4482759
78,AND,Andorra,0.5232558,0.4352941
11,PRT,Portugal,0.6610169,
12,PRT,Portugal,0.5882353,
13,PRT,Portugal,0.5454545,
14,PRT,Portugal,0.6296296,
15,PRT,Portugal,0.5543478,
16,PRT,Portugal,0.6744186,
17,PRT,Portugal,0.7352941,
18,PRT,Portugal,0.44,
20,PRT,Portugal,0.6052632,
21,PRT,Portugal,0.4285714,
22,PRT,Portugal,0.4909091,
23,PRT,Portugal,0.5714286,
24,PRT,Portugal,0.525,
25,PRT,Portugal,0.55,
26,PRT,Portugal,0.6132075,0.07894737
27,PRT,Portugal,0.6185567,0.2432432
28,PRT,Portugal,0.6888889,0.1857143
29,PRT,Portugal,0.3835616,0.6181818
30,PRT,Portugal,0.3043478,0.7291667
31,PRT,Portugal,0.3176471,0.6086957
32,PRT,Portugal,0.4606742,0.6825397
33,PRT,Portugal,0.516129,0.6206897
34,PRT,Portugal,0.5041322,0.5353535
35,PRT,Portugal,0.5339806,0.5116279
36,PRT,Portugal,0.4393939,0.612069
37,PRT,Portugal,0.3481013,0.6028369
38,PRT,Portugal,0.4161074,0.5514706
39,PRT,Portugal,0.3509934,0.5238095
40,PRT,Portugal,0.4473684,0.42
41,PRT,Portugal,0.4039735,0.4266667
42,PRT,Portugal,0.3857143,0.4637681
43,PRT,Portugal,0.3409091,0.4094488
44,PRT,Portugal,0.3333333,0.4464286
45,PRT,Portugal,0.3452381,0.4880952
46,PRT,Portugal,0.3611111,0.5
47,PRT,Portugal,0.3287671,0.4857143
48,PRT,Portugal,0.390625,0.4516129
49,PRT,Portugal,0.4411765,0.5454545
50,PRT,Portugal,0.3950617,0.5769231
51,PRT,Portugal,0.4931507,0.5342466
52,PRT,Portugal,0.4722222,0.4788732
53,PRT,Portugal,0.421875,0.5322581
54,PRT,Portugal,0.4117647,0.4852941
55,PRT,Portugal,0.4029851,0.5671642
56,PRT,Portugal,0.3913043,0.5147059
57,PRT,Portugal,0.3521127,0.5294118
58,PRT,Portugal,0.36,0.5405405
59,PRT,Portugal,0.3611111,0.5352113
60,PRT,Portugal,0.3243243,0.5945946
61,PRT,Portugal,0.3043478,0.5666667
62,PRT,Portugal,0.3164557,0.5769231
63,PRT,Portugal,0.3026316,0.5135135
64,PRT,Portugal,0.4117647,0.5147059
65,PRT,Portugal,0.3731343,0.5522388
66,PRT,Portugal,0.5147059,0.5
67,PRT,Portugal,0.3768116,0.5223881
68,PRT,Portugal,0.4126984,0.5079365
69,PRT,Portugal,0.4155844,0.4868421
70,PRT,Portugal,0.4383562,0.5138889
71,PRT,Portugal,0.4871795,0.4545455
72,PRT,Portugal,0.3666667,0.5333333
73,PRT,Portugal,0.3684211,0.5591398
74,PRT,Portugal,0.4065934,0.4719101
75,PRT,Portugal,0.40625,0.5425532
76,PRT,Portugal,0.4736842,0.5194805
77,PRT,Portugal,0.5909091,0.4482759
78,PRT,Portugal,0.5697674,0.4352941
46,DEU,Germany,0.4305556,0.4347826
47,DEU,Germany,0.369863,0.4428571
48,DEU,Germany,0.4375,0.4032258
49,DEU,Germany,0.4477612,0.4923077
50,DEU,Germany,0.4197531,0.5384615
51,DEU,Germany,0.5,0.5135135
52,DEU,Germany,0.4861111,0.4647887
53,DEU,Germany,0.4375,0.516129
54,DEU,Germany,0.4558824,0.4705882
55,DEU,Germany,0.4179104,0.5373134
56,DEU,Germany,0.4057971,0.4852941
57,DEU,Germany,0.3287671,0.5142857
58,DEU,Germany,0.3947368,0.4666667
59,DEU,Germany,0.3661972,0.5142857
60,DEU,Germany,0.3243243,0.5675676
61,DEU,Germany,0.2934783,0.5666667
62,DEU,Germany,0.3164557,0.5769231
63,DEU,Germany,0.3026316,0.5135135
64,DEU,Germany,0.4558824,0.4852941
65,DEU,Germany,0.3880597,0.5373134
66,DEU,Germany,0.5147059,0.4852941
67,DEU,Germany,0.3768116,0.4925373
68,DEU,Germany,0.4603175,0.4761905
69,DEU,Germany,0.4683544,0.4487179
70,DEU,Germany,0.5070423,0.4571429
71,DEU,Germany,0.525641,0.4025974
72,DEU,Germany,0.4,0.5222222
73,DEU,Germany,0.4105263,0.5268817
74,DEU,Germany,0.4395604,0.4606742
75,DEU,Germany,0.4479167,0.5212766
76,DEU,Germany,0.5,0.4935065
77,DEU,Germany,0.6477273,0.4252874
78,DEU,Germany,0.5930233,0.3882353
28,DEU,German Federal Republic,0.5888889,0.2957746
29,DEU,German Federal Republic,0.6575342,0.2909091
30,DEU,German Federal Republic,0.7681159,0.2708333
31,DEU,German Federal Republic,0.7176471,0.2028986
32,DEU,German Federal Republic,0.7444444,0.3492063
33,DEU,German Federal Republic,0.733871,0.3448276
34,DEU,German Federal Republic,0.7272727,0.3434343
35,DEU,German Federal Republic,0.6504854,0.3139535
36,DEU,German Federal Republic,0.5639098,0.3675214
37,DEU,German Federal Republic,0.4620253,0.4680851
38,DEU,German Federal Republic,0.5369128,0.3308824
39,DEU,German Federal Republic,0.5033113,0.3401361
40,DEU,German Federal Republic,0.5131579,0.3197279
41,DEU,German Federal Republic,0.4589041,0.3169014
42,DEU,German Federal Republic,0.3868613,0.4104478
43,DEU,German Federal Republic,0.406015,0.3333333
44,DEU,German Federal Republic,0.3508772,0.3909091
45,DEU,German Federal Republic,0.3928571,0.4337349
28,DDR,German Democratic Republic,0.2967033,0.7183099
29,DDR,German Democratic Republic,0.3561644,0.6545455
30,DDR,German Democratic Republic,0.2318841,0.6875
31,DDR,German Democratic Republic,0.1785714,0.6956522
32,DDR,German Democratic Republic,0.2111111,0.7619048
33,DDR,German Democratic Republic,0.2439024,0.6860465
34,DDR,German Democratic Republic,0.2,0.6938776
35,DDR,German Democratic Republic,0.127451,0.7529412
36,DDR,German Democratic Republic,0.1060606,0.7241379
37,DDR,German Democratic Republic,0.1656051,0.6357143
38,DDR,German Democratic Republic,0.1006711,0.6985294
39,DDR,German Democratic Republic,0.09333333,0.7260274
40,DDR,German Democratic Republic,0.1059603,0.7142857
41,DDR,German Democratic Republic,0.12,0.7905405
42,DDR,German Democratic Republic,0.1014493,0.8613139
43,DDR,German Democratic Republic,0.06818182,0.9133858
44,DDR,German Democratic Republic,0.07017544,0.9272727
1,POL,Poland,0.2857143,
2,POL,Poland,0.1818182,
3,POL,Poland,0.1078431,
4,POL,Poland,0.1111111,
5,POL,Poland,0.1730769,
6,POL,Poland,0.12,
7,POL,Poland,0.1428571,
8,POL,Poland,0.2,
9,POL,Poland,0.2,
10,POL,Poland,0.1481481,
11,POL,Poland,0.2826087,
12,POL,Poland,0.2352941,
13,POL,Poland,0.3030303,
14,POL,Poland,0.1296296,
15,POL,Poland,0.2135922,
16,POL,Poland,0.109589,
17,POL,Poland,0.173913,
18,POL,Poland,0.1290323,
20,POL,Poland,0.225,
21,POL,Poland,0.16,
22,POL,Poland,0.1754386,
23,POL,Poland,0.1568627,
24,POL,Poland,0.2325581,
25,POL,Poland,0.1515152,
26,POL,Poland,0.2521008,0.7916667
27,POL,Poland,0.2828283,0.6447368
28,POL,Poland,0.3,0.7142857
29,POL,Poland,0.3561644,0.6545455
30,POL,Poland,0.2318841,0.6875
31,POL,Poland,0.2,0.6811594
32,POL,Poland,0.2333333,0.7301587
33,POL,Poland,0.2396694,0.7058824
34,POL,Poland,0.225,0.6938776
35,POL,Poland,0.1568627,0.7411765
36,POL,Poland,0.1221374,0.7130435
37,POL,Poland,0.1265823,0.6950355
38,POL,Poland,0.1073826,0.7058824
39,POL,Poland,0.09271523,0.7210884
40,POL,Poland,0.1315789,0.7619048
41,POL,Poland,0.1125828,0.7972973
42,POL,Poland,0.08759124,0.8676471
43,POL,Poland,0.05384615,0.9032258
44,POL,Poland,0.07142857,0.9074074
45,POL,Poland,0.2222222,0.4875
46,POL,Poland,0.3333333,0.4927536
47,POL,Poland,0.3194444,0.4637681
48,POL,Poland,0.359375,0.4516129
49,POL,Poland,0.4117647,0.5
50,POL,Poland,0.4177215,0.5263158
51,POL,Poland,0.4794521,0.5479452
52,POL,Poland,0.4722222,0.4788732
53,POL,Poland,0.4375,0.516129
54,POL,Poland,0.4264706,0.4705882
55,POL,Poland,0.4179104,0.5522388
56,POL,Poland,0.4057971,0.5
57,POL,Poland,0.3466667,0.5416667
58,POL,Poland,0.4054054,0.5068493
59,POL,Poland,0.3802817,0.5142857
60,POL,Poland,0.3378378,0.5540541
61,POL,Poland,0.2967033,0.5555556
62,POL,Poland,0.3291139,0.5641026
63,POL,Poland,0.3157895,0.527027
64,POL,Poland,0.4705882,0.4558824
65,POL,Poland,0.3787879,0.530303
66,POL,Poland,0.5294118,0.4852941
67,POL,Poland,0.3768116,0.5074627
68,POL,Poland,0.4285714,0.4761905
69,POL,Poland,0.4177215,0.4615385
70,POL,Poland,0.5205479,0.4722222
71,POL,Poland,0.5324675,0.4078947
72,POL,Poland,0.4,0.5111111
73,POL,Poland,0.4361702,0.4891304
74,POL,Poland,0.4395604,0.4494382
75,POL,Poland,0.4375,0.5106383
76,POL,Poland,0.5394737,0.4675325
77,POL,Poland,0.5977011,0.3953488
78,POL,Poland,0.6162791,0.3764706
11,AUT,Austria,0.7666667,
12,AUT,Austria,0.7941176,
13,AUT,Austria,0.7272727,
14,AUT,Austria,0.5925926,
15,AUT,Austria,0.631068,
16,AUT,Austria,0.630137,
17,AUT,Austria,0.7826087,
18,AUT,Austria,0.6129032,
20,AUT,Austria,0.6,
21,AUT,Austria,0.72,
22,AUT,Austria,0.6315789,
23,AUT,Austria,0.6,
24,AUT,Austria,0.5813953,
25,AUT,Austria,0.641791,
26,AUT,Austria,0.5546218,0.3958333
27,AUT,Austria,0.6,0.3766234
28,AUT,Austria,0.4505495,0.4507042
29,AUT,Austria,0.5068493,0.3818182
30,AUT,Austria,0.3333333,0.5625
31,AUT,Austria,0.3529412,0.5217391
32,AUT,Austria,0.4666667,0.5714286
33,AUT,Austria,0.5,0.5529412
34,AUT,Austria,0.4214876,0.5252525
35,AUT,Austria,0.368932,0.5813953
36,AUT,Austria,0.3007519,0.5811966
37,AUT,Austria,0.221519,0.6382979
38,AUT,Austria,0.2281879,0.625
39,AUT,Austria,0.205298,0.5986395
40,AUT,Austria,0.2516556,0.5771812
41,AUT,Austria,0.2384106,0.6
42,AUT,Austria,0.2302158,0.6148148
43,AUT,Austria,0.1729323,0.547619
44,AUT,Austria,0.1403509,0.6545455
45,AUT,Austria,0.1785714,0.6144578
46,AUT,Austria,0.2638889,0.5507246
47,AUT,Austria,0.3013699,0.4714286
48,AUT,Austria,0.3650794,0.4754098
49,AUT,Austria,0.4117647,0.5454545
50,AUT,Austria,0.382716,0.5769231
51,AUT,Austria,0.4594595,0.5675676
52,AUT,Austria,0.4722222,0.4929577
53,AUT,Austria,0.421875,0.516129
54,AUT,Austria,0.3970588,0.4705882
55,AUT,Austria,0.3939394,0.5454545
56,AUT,Austria,0.3768116,0.5147059
57,AUT,Austria,0.32,0.5555556
58,AUT,Austria,0.3289474,0.5466667
59,AUT,Austria,0.3472222,0.5352113
60,AUT,Austria,0.3243243,0.5675676
61,AUT,Austria,0.2717391,0.5888889
62,AUT,Austria,0.2911392,0.6025641
63,AUT,Austria,0.2894737,0.527027
64,AUT,Austria,0.3970588,0.5
65,AUT,Austria,0.3432836,0.5820896
66,AUT,Austria,0.4852941,0.5147059
67,AUT,Austria,0.3478261,0.5522388
68,AUT,Austria,0.390625,0.53125
69,AUT,Austria,0.3846154,0.5064935
70,AUT,Austria,0.3972603,0.4722222
71,AUT,Austria,0.4155844,0.4473684
72,AUT,Austria,0.2888889,0.5444444
73,AUT,Austria,0.3368421,0.5053763
74,AUT,Austria,0.3626374,0.4831461
75,AUT,Austria,0.3645833,0.5212766
76,AUT,Austria,0.3947368,0.5064935
77,AUT,Austria,0.5795455,0.4367816
78,AUT,Austria,0.5465116,0.4117647
10,HUN,Hungary,0.1666667,
11,HUN,Hungary,0.1666667,
12,HUN,Hungary,0.2352941,
13,HUN,Hungary,0.3030303,
14,HUN,Hungary,0.1296296,
15,HUN,Hungary,0.2156863,
16,HUN,Hungary,0.109589,
17,HUN,Hungary,0.173913,
18,HUN,Hungary,0.1290323,
20,HUN,Hungary,0.225,
21,HUN,Hungary,0.16,
22,HUN,Hungary,0.1929825,
23,HUN,Hungary,0.1372549,
24,HUN,Hungary,0.2093023,
25,HUN,Hungary,0.1363636,
26,HUN,Hungary,0.2352941,0.7708333
27,HUN,Hungary,0.2857143,0.6266667
28,HUN,Hungary,0.2967033,0.7183099
29,HUN,Hungary,0.3611111,0.6481481
30,HUN,Hungary,0.2318841,0.6875
31,HUN,Hungary,0.1882353,0.6956522
32,HUN,Hungary,0.2,0.7460317
33,HUN,Hungary,0.2113821,0.7093023
34,HUN,Hungary,0.1983471,0.6868687
35,HUN,Hungary,0.1262136,0.744186
36,HUN,Hungary,0.1052632,0.7179487
37,HUN,Hungary,0.1329114,0.6879433
38,HUN,Hungary,0.1013514,0.6962963
39,HUN,Hungary,0.09271523,0.7210884
40,HUN,Hungary,0.1059603,0.7142857
41,HUN,Hungary,0.1073826,0.8163265
42,HUN,Hungary,0.08148148,0.8731343
43,HUN,Hungary,0.06923077,0.9112903
44,HUN,Hungary,0.1009174,0.8761905
45,HUN,Hungary,0.2073171,0.5555556
46,HUN,Hungary,0.3382353,0.4923077
47,HUN,Hungary,0.3521127,0.4264706
48,HUN,Hungary,0.3650794,0.442623
49,HUN,Hungary,0.4558824,0.4848485
50,HUN,Hungary,0.4459459,0.5211268
51,HUN,Hungary,0.5068493,0.5205479
52,HUN,Hungary,0.4714286,0.4927536
53,HUN,Hungary,0.453125,0.5
54,HUN,Hungary,0.4558824,0.4558824
55,HUN,Hungary,0.4179104,0.5373134
56,HUN,Hungary,0.4242424,0.4769231
57,HUN,Hungary,0.3378378,0.5211268
58,HUN,Hungary,0.3684211,0.5066667
59,HUN,Hungary,0.3521127,0.5142857
60,HUN,Hungary,0.3378378,0.5540541
61,HUN,Hungary,0.2934783,0.5555556
62,HUN,Hungary,0.3561644,0.5694444
63,HUN,Hungary,0.3026316,0.527027
64,HUN,Hungary,0.4328358,0.4776119
65,HUN,Hungary,0.3880597,0.5373134
66,HUN,Hungary,0.5294118,0.5
67,HUN,Hungary,0.3768116,0.4925373
68,HUN,Hungary,0.453125,0.5
69,HUN,Hungary,0.4303797,0.4358974
70,HUN,Hungary,0.5068493,0.4583333
71,HUN,Hungary,0.5512821,0.3896104
72,HUN,Hungary,0.3888889,0.5
73,HUN,Hungary,0.4736842,0.4516129
74,HUN,Hungary,0.4505495,0.4382022
75,HUN,Hungary,0.4791667,0.4574468
76,HUN,Hungary,0.5263158,0.4415584
77,HUN,Hungary,0.6931818,0.3793103
78,HUN,Hungary,0.6627907,0.3529412
1,CSK,Czechoslovakia,0.2142857,
2,CSK,Czechoslovakia,0.2368421,
3,CSK,Czechoslovakia,0.1456311,
4,CSK,Czechoslovakia,0.1129032,
5,CSK,Czechoslovakia,0.1730769,
6,CSK,Czechoslovakia,0.16,
7,CSK,Czechoslovakia,0.1428571,
8,CSK,Czechoslovakia,0.2,
9,CSK,Czechoslovakia,0.2,
10,CSK,Czechoslovakia,0.1481481,
11,CSK,Czechoslovakia,0.2,
12,CSK,Czechoslovakia,0.2352941,
13,CSK,Czechoslovakia,0.3030303,
14,CSK,Czechoslovakia,0.1296296,
15,CSK,Czechoslovakia,0.223301,
16,CSK,Czechoslovakia,0.1126761,
17,CSK,Czechoslovakia,0.173913,
18,CSK,Czechoslovakia,0.1290323,
20,CSK,Czechoslovakia,0.225,
21,CSK,Czechoslovakia,0.16,
22,CSK,Czechoslovakia,0.1929825,
23,CSK,Czechoslovakia,0.1568627,
24,CSK,Czechoslovakia,0.2325581,
25,CSK,Czechoslovakia,0.1343284,
26,CSK,Czechoslovakia,0.2307692,0.7826087
27,CSK,Czechoslovakia,0.3061224,0.64
28,CSK,Czechoslovakia,0.3,0.7183099
29,CSK,Czechoslovakia,0.3561644,0.6545455
30,CSK,Czechoslovakia,0.2318841,0.6875
31,CSK,Czechoslovakia,0.1882353,0.6911765
32,CSK,Czechoslovakia,0.2022472,0.7580645
33,CSK,Czechoslovakia,0.2195122,0.6976744
34,CSK,Czechoslovakia,0.1983471,0.6868687
35,CSK,Czechoslovakia,0.1262136,0.755814
36,CSK,Czechoslovakia,0.1052632,0.7179487
37,CSK,Czechoslovakia,0.1392405,0.6950355
38,CSK,Czechoslovakia,0.1013514,0.7037037
39,CSK,Czechoslovakia,0.09271523,0.7210884
40,CSK,Czechoslovakia,0.1059603,0.7142857
41,CSK,Czechoslovakia,0.1066667,0.8175676
42,CSK,Czechoslovakia,0.08695652,0.8832117
43,CSK,Czechoslovakia,0.06818182,0.9206349
44,CSK,Czechoslovakia,0.07017544,0.9272727
45,CSK,Czechoslovakia,0.2168675,0.5243902
46,CSK,Czechoslovakia,0.3380282,0.4705882
47,CSK,Czechoslovakia,0.3239437,0.4411765
48,CZE,Czechia,0.40625,0.4354839
49,CZE,Czechia,0.4179104,0.5076923
50,CZE,Czechia,0.4,0.5324675
51,CZE,Czechia,0.5,0.527027
52,CZE,Czechia,0.4722222,0.4929577
53,CZE,Czechia,0.4444444,0.5245902
54,CZE,Czechia,0.4117647,0.4852941
55,CZE,Czechia,0.4179104,0.5522388
56,CZE,Czechia,0.4057971,0.5
57,CZE,Czechia,0.3378378,0.5492958
58,CZE,Czechia,0.3684211,0.48
59,CZE,Czechia,0.3521127,0.5285714
60,CZE,Czechia,0.3378378,0.5675676
61,CZE,Czechia,0.3152174,0.5666667
62,CZE,Czechia,0.3461538,0.5584416
63,CZE,Czechia,0.3157895,0.527027
64,CZE,Czechia,0.4705882,0.4705882
65,CZE,Czechia,0.3880597,0.5223881
66,CZE,Czechia,0.5294118,0.4852941
67,CZE,Czechia,0.4057971,0.4925373
68,CZE,Czechia,0.46875,0.5
69,CZE,Czechia,0.4303797,0.4615385
70,CZE,Czechia,0.5138889,0.4583333
71,CZE,Czechia,0.5512821,0.4025974
72,CZE,Czechia,0.4044944,0.494382
73,CZE,Czechia,0.4315789,0.483871
74,CZE,Czechia,0.4615385,0.4494382
75,CZE,Czechia,0.4791667,0.5
76,CZE,Czechia,0.5526316,0.4415584
77,CZE,Czechia,0.6704545,0.3793103
78,CZE,Czechia,0.6627907,0.3529412
48,SVK,Slovakia,0.3650794,0.4098361
49,SVK,Slovakia,0.4262295,0.5254237
50,SVK,Slovakia,0.3950617,0.5512821
51,SVK,Slovakia,0.4794521,0.5479452
52,SVK,Slovakia,0.4444444,0.5070423
53,SVK,Slovakia,0.4375,0.516129
54,SVK,Slovakia,0.4117647,0.4852941
55,SVK,Slovakia,0.4029851,0.5522388
56,SVK,Slovakia,0.3768116,0.5147059
57,SVK,Slovakia,0.3333333,0.5555556
58,SVK,Slovakia,0.3552632,0.52
59,SVK,Slovakia,0.3611111,0.5352113
60,SVK,Slovakia,0.3378378,0.5810811
61,SVK,Slovakia,0.2888889,0.5568182
62,SVK,Slovakia,0.3291139,0.5769231
63,SVK,Slovakia,0.3026316,0.5405405
64,SVK,Slovakia,0.4558824,0.4705882
65,SVK,Slovakia,0.3731343,0.5223881
66,SVK,Slovakia,0.5294118,0.4852941
67,SVK,Slovakia,0.3768116,0.4776119
68,SVK,Slovakia,0.4375,0.484375
69,SVK,Slovakia,0.4177215,0.4615385
70,SVK,Slovakia,0.4794521,0.4722222
71,SVK,Slovakia,0.525641,0.4285714
72,SVK,Slovakia,0.3707865,0.5280899
73,SVK,Slovakia,0.393617,0.5108696
74,SVK,Slovakia,0.4285714,0.4719101
75,SVK,Slovakia,0.4375,0.5212766
76,SVK,Slovakia,0.5131579,0.4935065
77,SVK,Slovakia,0.6363636,0.4367816
78,SVK,Slovakia,0.5930233,0.4
11,ITA,Italy,0.8333333,
12,ITA,Italy,0.7647059,
13,ITA,Italy,0.8181818,
14,ITA,Italy,0.7777778,
15,ITA,Italy,0.8543689,
16,ITA,Italy,0.890411,
17,ITA,Italy,0.9130435,
18,ITA,Italy,0.7096774,
20,ITA,Italy,0.725,
21,ITA,Italy,0.8163265,
22,ITA,Italy,0.754386,
23,ITA,Italy,0.8627451,
24,ITA,Italy,0.627907,
25,ITA,Italy,0.6666667,
26,ITA,Italy,0.6554622,0.2916667
27,ITA,Italy,0.68,0.3506494
28,ITA,Italy,0.6153846,0.3239437
29,ITA,Italy,0.6438356,0.3636364
30,ITA,Italy,0.6376812,0.3541667
31,ITA,Italy,0.5529412,0.3333333
32,ITA,Italy,0.6333333,0.4920635
33,ITA,Italy,0.6854839,0.3908046
34,ITA,Italy,0.5702479,0.4040404
35,ITA,Italy,0.5145631,0.3953488
36,ITA,Italy,0.4962406,0.4102564
37,ITA,Italy,0.4177215,0.4255319
38,ITA,Italy,0.4765101,0.3823529
39,ITA,Italy,0.4503311,0.3809524
40,ITA,Italy,0.4370861,0.3630137
41,ITA,Italy,0.410596,0.414966
42,ITA,Italy,0.3576642,0.4701493
43,ITA,Italy,0.3308271,0.4047619
44,ITA,Italy,0.3333333,0.4363636
45,ITA,Italy,0.3809524,0.4819277
46,ITA,Italy,0.4027778,0.4637681
47,ITA,Italy,0.369863,0.4428571
48,ITA,Italy,0.40625,0.4193548
49,ITA,Italy,0.4411765,0.5
50,ITA,Italy,0.4125,0.5454545
51,ITA,Italy,0.5,0.5405405
52,ITA,Italy,0.4861111,0.4788732
53,ITA,Italy,0.4375,0.5322581
54,ITA,Italy,0.4117647,0.4852941
55,ITA,Italy,0.3939394,0.5454545
56,ITA,Italy,0.4029851,0.4848485
57,ITA,Italy,0.36,0.5416667
58,ITA,Italy,0.3815789,0.5466667
59,ITA,Italy,0.3521127,0.5352113
60,ITA,Italy,0.3287671,0.5753425
61,ITA,Italy,0.2826087,0.5888889
62,ITA,Italy,0.3164557,0.5769231
63,ITA,Italy,0.3026316,0.5135135
64,ITA,Italy,0.4411765,0.4852941
65,ITA,Italy,0.3650794,0.5396825
66,ITA,Italy,0.5147059,0.4852941
67,ITA,Italy,0.3768116,0.5373134
68,ITA,Italy,0.4375,0.515625
69,ITA,Italy,0.4177215,0.5
70,ITA,Italy,0.4794521,0.4861111
71,ITA,Italy,0.4805195,0.4210526
72,ITA,Italy,0.3666667,0.5333333
73,ITA,Italy,0.3894737,0.4946237
74,ITA,Italy,0.4065934,0.4606742
75,ITA,Italy,0.40625,0.5319149
76,ITA,Italy,0.5211268,0.4722222
77,ITA,Italy,0.625,0.4252874
78,ITA,Italy,0.5930233,0.3764706
46,SMR,San Marino,1.0,1.0
47,SMR,San Marino,0.2121212,0.3
48,SMR,San Marino,0.3823529,0.4117647
50,SMR,San Marino,0.5333333,0.4
51,SMR,San Marino,0.4444444,0.625
52,SMR,San Marino,0.4428571,0.4927536
53,SMR,San Marino,0.3492063,0.557377
54,SMR,San Marino,0.3676471,0.5294118
55,SMR,San Marino,0.3787879,0.5757576
56,SMR,San Marino,0.3768116,0.5441176
57,SMR,San Marino,0.3333333,0.5507246
58,SMR,San Marino,0.3289474,0.5333333
59,SMR,San Marino,0.3333333,0.5492958
60,SMR,San Marino,0.3243243,0.6081081
61,SMR,San Marino,0.2808989,0.5862069
62,SMR,San Marino,0.3116883,0.5921053
63,SMR,San Marino,0.3026316,0.5135135
64,SMR,San Marino,0.3880597,0.5074627
65,SMR,San Marino,0.3636364,0.5606061
66,SMR,San Marino,0.5,0.5
67,SMR,San Marino,0.3623188,0.5074627
68,SMR,San Marino,0.40625,0.53125
69,SMR,San Marino,0.3924051,0.5128205
70,SMR,San Marino,0.4109589,0.4861111
71,SMR,San Marino,0.4230769,0.4545455
72,SMR,San Marino,0.2921348,0.5393258
73,SMR,San Marino,0.3263158,0.5268817
74,SMR,San Marino,0.3296703,0.4831461
75,SMR,San Marino,0.34375,0.5319149
76,SMR,San Marino,0.3733333,0.5
77,SMR,San Marino,0.5402299,0.4534884
78,SMR,San Marino,0.5116279,0.4235294
20,MLT,Malta,0.9230769,
21,MLT,Malta,0.826087,
22,MLT,Malta,0.7714286,
23,MLT,Malta,0.6785714,
24,MLT,Malta,0.7333333,
25,MLT,Malta,0.75,
26,MLT,Malta,0.4747475,0.4594595
27,MLT,Malta,0.3977273,0.6268657
28,MLT,Malta,0.2238806,0.8
29,MLT,Malta,0.2923077,0.8269231
30,MLT,Malta,0.2580645,0.8372093
31,MLT,Malta,0.2375,0.8615385
32,MLT,Malta,0.3809524,0.8965517
33,MLT,Malta,0.39,0.943662
34,MLT,Malta,0.2972973,0.9555556
35,MLT,Malta,0.255102,0.9634146
36,MLT,Malta,0.171875,0.9115044
37,MLT,Malta,0.1437908,0.9057971
38,MLT,Malta,0.162963,0.9370079
39,MLT,Malta,0.1052632,0.8854962
40,MLT,Malta,0.1223022,0.8768116
41,MLT,Malta,0.1390728,0.86
42,MLT,Malta,0.1240876,0.7703704
43,MLT,Malta,0.1076923,0.752
44,MLT,Malta,0.09821429,0.7181818
45,MLT,Malta,0.1666667,0.7142857
46,MLT,Malta,0.1971831,0.7391304
47,MLT,Malta,0.2916667,0.5942029
48,MLT,Malta,0.3225806,0.5666667
49,MLT,Malta,0.4117647,0.5909091
50,MLT,Malta,0.345679,0.6153846
51,MLT,Malta,0.3611111,0.7083333
52,MLT,Malta,0.3239437,0.7142857
53,MLT,Malta,0.328125,0.6774194
54,MLT,Malta,0.3970588,0.5588235
55,MLT,Malta,0.3880597,0.641791
56,MLT,Malta,0.3823529,0.5820896
57,MLT,Malta,0.32,0.6527778
58,MLT,Malta,0.3421053,0.6
59,MLT,Malta,0.3380282,0.6142857
60,MLT,Malta,0.2972973,0.6486486
61,MLT,Malta,0.2888889,0.6022727
62,MLT,Malta,0.2911392,0.6153846
63,MLT,Malta,0.2933333,0.5479452
64,MLT,Malta,0.3970588,0.5441176
65,MLT,Malta,0.3432836,0.6119403
66,MLT,Malta,0.4852941,0.5441176
67,MLT,Malta,0.3478261,0.5820896
68,MLT,Malta,0.3809524,0.5555556
69,MLT,Malta,0.3846154,0.5454545
70,MLT,Malta,0.3888889,0.5070423
71,MLT,Malta,0.4358974,0.4675325
72,MLT,Malta,0.3146067,0.5505618
73,MLT,Malta,0.3263158,0.5483871
74,MLT,Malta,0.3406593,0.494382
75,MLT,Malta,0.34375,0.5531915
76,MLT,Malta,0.3947368,0.5064935
77,MLT,Malta,0.5340909,0.4827586
78,MLT,Malta,0.5116279,0.4352941
11,ALB,Albania,0.2166667,
12,ALB,Albania,0.2352941,
13,ALB,Albania,0.3030303,
14,ALB,Albania,0.1296296,
15,ALB,Albania,0.223301,
16,ALB,Albania,0.1232877,
17,ALB,Albania,0.1904762,
18,ALB,Albania,0.1428571,
20,ALB,Albania,0.1666667,
21,ALB,Albania,0.06451613,
22,ALB,Albania,0.1428571,
23,ALB,Albania,0.0,
24,ALB,Albania,0.1111111,
25,ALB,Albania,0.0,
26,ALB,Albania,0.238806,1.0
27,ALB,Albania,0.25,0.95
28,ALB,Albania,0.1764706,1.0
29,ALB,Albania,0.09803922,0.98
30,ALB,Albania,0.05263158,1.0
31,ALB,Albania,0.05555556,1.0
32,ALB,Albania,0.09302326,1.0
33,ALB,Albania,0.06976744,0.974359
34,ALB,Albania,0.05882353,0.9534884
35,ALB,Albania,0.08,1.0
36,ALB,Albania,0.04166667,0.9855072
37,ALB,Albania,0.04109589,0.943662
38,ALB,Albania,0.02777778,0.9305556
39,ALB,Albania,0.04347826,0.9130435
40,ALB,Albania,0.05555556,0.8732394
41,ALB,Albania,0.07042254,0.9027778
42,ALB,Albania,0.06666667,0.8878505
