q1_country_satis,q2a_fav_us,q2c_fav_china,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Satisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,4.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Jordan,1.0,2.0,2.0,3.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,Jordan,1.0,5.0,3.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,5.0,3.0,1.0,
Satisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,4.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,Jordan,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Very unfavorable,Very favorable,Jordan,1.0,2.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,5.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Jordan,1.0,5.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,Jordan,1.0,5.0,4.0,4.0,
Satisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,4.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Jordan,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Jordan,1.0,5.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Jordan,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,5.0,3.0,1.0,
Dissatisfied,Very unfavorable,Very unfavorable,Jordan,1.0,5.0,4.0,4.0,
Dissatisfied,Very unfavorable,Very unfavorable,Jordan,1.0,5.0,4.0,4.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Jordan,1.0,5.0,2.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Very favorable,Jordan,1.0,2.0,2.0,1.0,
Satisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,4.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,2.0,2.0,2.0,
Satisfied,Very unfavorable,Very unfavorable,Jordan,1.0,2.0,4.0,4.0,
Don’t know,Very unfavorable,Somewhat unfavorable,Jordan,1.0,,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,5.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Jordan,1.0,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Jordan,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Don’t know,Somewhat favorable,Very favorable,Jordan,1.0,,2.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Jordan,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,Jordan,1.0,2.0,3.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,Jordan,1.0,2.0,4.0,2.0,
Don’t know,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,,3.0,3.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Jordan,1.0,5.0,3.0,3.0,
Dissatisfied,Somewhat favorable,Very favorable,Nigeria,1.0,5.0,2.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Nigeria,1.0,5.0,4.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Very favorable,Nigeria,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Satisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Very unfavorable,Nigeria,1.0,5.0,1.0,4.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Very unfavorable,Nigeria,1.0,5.0,1.0,4.0,
Dissatisfied,Very favorable,Very unfavorable,Nigeria,1.0,5.0,1.0,4.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Very unfavorable,Don’t know,Nigeria,1.0,5.0,4.0,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very unfavorable,Nigeria,1.0,5.0,2.0,4.0,
Dissatisfied,Somewhat favorable,Very favorable,Nigeria,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,Nigeria,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Nigeria,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Nigeria,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,Nigeria,1.0,5.0,3.0,4.0,
Satisfied,Somewhat favorable,Very favorable,Nigeria,1.0,2.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Nigeria,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,Nigeria,1.0,2.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Don’t know,Somewhat unfavorable,Nigeria,1.0,5.0,,3.0,
Dissatisfied,Very favorable,Very unfavorable,Nigeria,1.0,5.0,1.0,4.0,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Nigeria,1.0,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Don’t know,Don’t know,Nigeria,1.0,5.0,,,
Dissatisfied,Somewhat favorable,Don’t know,Nigeria,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Very unfavorable,Nigeria,1.0,5.0,1.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Nigeria,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,Nigeria,1.0,5.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Nigeria,1.0,5.0,4.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Nigeria,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Nigeria,1.0,5.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Nigeria,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Very unfavorable,Nigeria,1.0,5.0,2.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Nigeria,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Very favorable,Nigeria,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Don’t know,Nigeria,1.0,5.0,1.0,,
